Date tweeted,username,display_name,Tweets,Number_of_Likes,Number_retweets,Source_of_Tweet,number_of_followers,location
2023-01-04 12:18:45+00:00,alaezendigbo,Republic of Alaezeigbo,PETER OBI IS A USELESS MAN I DON'T THINK HIS AN IGBO MAN TO ALLOWED WOMAN TO TAKE OZO HAND TITTLE WITH HIM NO WONDER HE REFUSE TO CONDEMN ESN AND BIAFRA TERRORIST IN IGBO NATION,0,0,Twitter for Android,127,
2023-01-04 12:18:38+00:00,hendsz_,ꫝꫀꪀᦔ𝘴✰,@Morris_Monye Peter Obi dey stop political stupidity,0,0,Twitter for iPhone,1181,
2023-01-04 12:18:30+00:00,SAMBLINQZ,lgede_Root 🇳🇬,"Please you all should go and pick your PVC we have no excuse not to make Peter Obi/Datti baba the next president and Vice President of Nigeria next month.lNEC,KANO https://t.co/RhBYHnNYgM",0,0,Twitter for iPhone,1130,
2023-01-04 12:18:24+00:00,kgabrieljackson,Gabriel Jackson,"@PeterPsquare @PeterObi @PeterPsquare @rudeboypsquare  more than a friend freestyle by Gabriel Jackson
I hope you sees it and love it
Please rate the freestyle
It will really be my pleasure to work with you https://t.co/okH7yNF6KR",1,0,Twitter for Android,8,Nigeria
2023-01-04 12:18:16+00:00,MrEyenese,Eyenese Peter Obi,"@AniediANI2 Eyeneka @AniediANI2 yak Akwa Abasi udiong fian.
Nto Eka iyin mbok Eka eke eboh PVC  and efik ubok eno PeterObi",0,0,Twitter for Android,697,
2023-01-04 12:18:15+00:00,blaqRush,SpiceChief 🎭,"@PremiumTimesng That's a good one, He will  answer you and give you Peter Obi cos God knows you don't have sense",0,0,Twitter for Android,5822,"Lagos , Nigeria"
2023-01-04 12:18:12+00:00,AdesanyaMark,Adesanya Mark,@renoomokri That is your own personal view and analysis. Asiwaju Bola Ahmed Tinubu is not interested in Peter Obi stepping down for him. Atiku Abubakar can't win the election for a good number of reasons. Northern can't succeed Northerner when they are not the only one in Nigeria.,0,0,Twitter for Android,3,
2023-01-04 12:18:07+00:00,Chimereucheya2,Chimereucheya,"@OmokaroDaniel3 @ShehuSani You people should face reality and leave peter Obi alone , teachers are crying on daily basis in this state .",0,0,Twitter for Android,269,"ABA,ABIA STATE ,NIGERIA"
2023-01-04 12:18:06+00:00,kene_cx,Kenee,@essay_liner @Chukwwuebuka 😂😂😂😂😂😂Peter Obi &gt;&gt;&gt;&gt; Ronaldo,0,0,Twitter for iPhone,1267,Limpopo
2023-01-04 12:18:01+00:00,boss_bowode,Adeniyi Bowode,"@sammyjagaban @Damola59897440 @yousuf2580 @AYOOijiwole Saying ekiti is poor is fallacy! We ain’t senseless, ekiti people are so courageous to face the reality! Peter obi has no chance of winning, he can’t second in any SW STATE",0,0,Twitter for iPhone,208,Ado ekiti nigeria
2023-01-04 12:17:56+00:00,_Oluwadarasimi,Julius Oluwadarasimi,@adebbayo_ife @thinkerscornerr @PeterObi *person,0,0,Twitter for Android,2642,"Ibadan, Nigeria"
2023-01-04 12:17:46+00:00,charles_menkiti,Charles Pee,"@PeterObi I always like, retweet @PeterObi post before reading 🤓 Obicrazy human",0,0,Twitter for Android,10,
2023-01-04 12:17:45+00:00,AgbroTega,Tega Agbro,@whitesprings22 @PeterObi Amen!,0,0,Twitter for Android,119,"Lagos, Nigeria"
2023-01-04 12:17:45+00:00,iamsunny2023,iamsunny,@Henribankz @thecableng @PeterObi English is hard for u. Go and verify https://t.co/0GaRNkl7X9,0,0,Twitter for Android,46,
2023-01-04 12:17:44+00:00,obeitohonipe,bishop onipe,"Tinubu’s promise to the North:
Mambila Hydropower
Lake Chad
AKK Pipeline 
Commercialized Agriculture
Reform of Almajiri System etc

Atiku’s promise to the North:
To open the border.
Sell everything to outsiders

Peter Obi’s promise to the North.
More spareparts shops

Vote wisely",0,0,Twitter for Android,937,
2023-01-04 12:17:44+00:00,Brameta11,Dr. Godspower Brameta,For Peter Obi to have served as a governor for 8yrs and no financial misapproptaition case filed against him by known and unknown agencies of government is enough reason for me to vote him come 2023.He can be trusted with our resources.,0,0,Twitter Web App,1873,Nigeria
2023-01-04 12:17:35+00:00,Asiwaju9ja,Uyise Ka Ayo,"I dey abroad o, But I take God beg una as i dey beg my peoples back home. Make una no miss Peter Obi o! https://t.co/3hVao7jDkl",0,0,Twitter Web App,259,
2023-01-04 12:17:33+00:00,tony97159274,tony,"@adamugarba The beauty about Peter Obi is that when he becomes president,  if he finds you useful he will engage you.",0,0,Twitter for Android,148,"England, United Kingdom"
2023-01-04 12:17:33+00:00,tobi_adelusi,The-Tobi-Ade,"@Tinubu2023_ @PeterObi A man's foes can be they of his own household,  a prophet is not without honour but in his own town. If household enemies rise against you, may God raise destiny helpers like Obidients all over the country for you",0,0,Twitter for Android,513,"Brampton, Ontario"
2023-01-04 12:17:30+00:00,Uzoway17,uzoway™️,@FummyzzyGmail @PeterObi Take heart ❤,0,0,Twitter for Android,1469,
2023-01-04 12:17:21+00:00,adebbayo_ife,Adebayo Ifeoluwa,"Good and reasonable point here, @PeterObi kindly look into this https://t.co/j1yIO9fJmz",0,0,Twitter for Android,552,Nigeria
2023-01-04 12:17:11+00:00,StanleyOsazemw3,Stanley osazee,@Lil_BrownG @Damecute1 @PeterObi No na.. we wan plan am for DM. 👏👏,0,0,Twitter for Android,6,
2023-01-04 12:17:07+00:00,Adekunle029,Adekunle Vincent,"@Fact My fellow citizens of Nigeria 🇳🇬.VOTE WISELY 🗳 VOTE PETER OBI,",0,0,Twitter for Android,302,"Lagos, Nigeria"
2023-01-04 12:17:04+00:00,laraGold143,Lara Joseph MD,"A portfolio of competence! 
Vote for transparency!
Vote for equality and diversity!
Vote for growth and development 
Vote for accountability!
Vote for your children’s future! 
Vote for @PeterObi 🙌🏾🙌🏾🙏🙏

#PeterObi4President2023 Newcastle,ARSNEW ,CHELSEA https://t.co/8ZDdXDgFEA",0,0,Twitter for iPhone,1232, London
2023-01-04 12:17:01+00:00,terrifictherap,BernTerry,"Hardest Peter Obi edit have seen and in Tiktok 
@Morris_Monye @VictorIsrael_ https://t.co/W4bzIkSwzf",0,0,Twitter for iPhone,249,"Lagos, Nigeria"
2023-01-04 12:16:56+00:00,mamateeplus001,mamatee001 of ijoba Tinubu 2023😂,"Labour party is crazy
PDP boys are crazy
😃😃😃😃
Waoooohhhh my 1271 years old candidate in Kano today today!!!
Are u still endorsing @PeterObi or u think @atiku is still coming? 
Ur 🧠 must be as old as old as Edwin Clark😃😃😃😃😃 https://t.co/wdiHjCHvLz",1,0,Twitter for Android,3477,
2023-01-04 12:16:55+00:00,smgafro,SMG,@Iamrumbabox @IceIcemavin @MAVINRECORDS @PeterObi My brother 🦅🦅❤️,0,0,Twitter Web App,6,
2023-01-04 12:16:49+00:00,CharlesUkaonu,Charles Ukaonu,"@MissPearls I feel the vibes, Nigeria is on the right path to greatness once again, Peter Obi is it!",0,0,Twitter for Android,822,"Lagos, Nigeria"
2023-01-04 12:16:45+00:00,Purplebird246,@Hon. Funso Innocent Aluko,"Your vote for kwankwaso, is a vote for Tinubu. 
If you vote Peter Obi, you're voting for Tinubu.
Only Atiku can stop a Tinubu presidency.",0,0,Twitter for Android,450,Akure
2023-01-04 12:16:40+00:00,waleolami1,waleolami,"@fon4gud @Yemi__Ajayi @PeterObi What who did..you mean BAT ? He identify, tutored and delivered the man who supervised the construction of the second Niger bridge, Lagos/ Ibadan exp..your turn pls..very simple national contribution of PO pls..vote BAT..vote a visionary leader.",0,0,Twitter for Android,188,
2023-01-04 12:16:39+00:00,EgboDaniel1,Facilitator,@RosemaryOcheze Using of Peter Obi's face in their bag of rice.,0,0,Twitter for Android,4145,Deep Sky
2023-01-04 12:16:39+00:00,awunma,Dr. Ochi Akwiwu-Ibe,@IlamosimeS @GaniyuMaroof @Naija_Activist @PeterObi LASUTH not LUTH,0,0,Twitter for iPhone,50,"Washington, DC"
2023-01-04 12:16:37+00:00,KabirMisali,Kabir Usman Misali,@echarles81 @PeterObi Labour in vain Party!,0,0,Twitter for Android,187,Dutsin-ma - Nigeria
2023-01-04 12:16:20+00:00,lifeasafrica,LifeAsAfrican #ENDSARS,"If u will allow pple to brainwash u, pls allow reasonable facts b4 they damage ur brain &amp; minds with @officialABAT or @atiku , they are the old order destroying Nigeria turn by turn. Pls go get ur #pvc &amp; vote @PeterObi 4 our new order. Remember people are dying without justice",0,0,Twitter for iPhone,925,Remember
2023-01-04 12:16:19+00:00,elnyason,Innocenzo-El,"Nigerians are yet to appreciate fully what is about happening with this Obi-Datti ticket.

Imagine eight years of Peter Obi as president.

Followed by another eight years Datti continuing with his legacy.

Nigerian will never remain the same again! https://t.co/jgVkJAYbHD",0,0,Twitter for Android,1208,
2023-01-04 12:16:14+00:00,ThisisTeez,"APC out, Peter OBi in.","@Crownkingzone @PeterObi I'm more mad at that 6%. 
😡",0,0,Twitter for Android,232,
2023-01-04 12:16:11+00:00,hezekiah_alao,Hezekiah Alao,@Morris_Monye The Peter Obi effect,0,0,Twitter for Android,145,
2023-01-04 12:16:10+00:00,IntelRegion,Intel Region,"2023: Peter Obi’s wife boasts, says no better team to fix Nigeria than her husband and Datti
https://t.co/EhaW94eWEH",2,0,TweetDeck,17815,Nigeria
2023-01-04 12:16:08+00:00,YourBestPetPlug,Dogs&Bunnies,@36Kinniun @iam_TUNADEZ @PeterObi Una still dey cry ? 🤷‍♂️🤣,0,0,Twitter for Android,451,
2023-01-04 12:16:07+00:00,sunbebe1,Asiwaju SJ,"@JayAsamonye @teguando1 @atiku @PeterObi @officialABAT @inecnigeria I respect your approach, I’m sorry what I typed. We are all free to support our candidates in peace. Politics is a retail business, highest number gets crowned. But you and I know that Tinubu go win land slide, peter will manage to get a little over 1million votes.",0,0,Twitter for iPhone,322,"Lagos, Nigeria"
2023-01-04 12:16:04+00:00,AbelIkechukwu2,Abel Ikechukwu,@renoomokri This shows that Tribalism is still eating you up.are you saying that  northerners can't vote for Peter Obi?,0,0,Twitter for Android,7,
2023-01-04 12:16:03+00:00,callipopo,Callis,@bashir_ashura We are not even aware you campaigned for Peter Obi. The Obidients are a mass movement devoid of individual stars.,0,0,Twitter for iPhone,218,Ireland
2023-01-04 12:16:00+00:00,Emmanue57500068,Freeman,@SaharaReporters Why has Peter Obi and labour party not talking about Simo Ekpa?,0,0,Twitter for Android,12,
2023-01-04 12:15:56+00:00,Emmalex_8,Esekhalaye Emmanuel,@GWiseTime @NgLabour For this movement majority of the Obidient Army are ready to be Agents on that day free of charge… this is about Nigeria is bigger than #LP or any other party; it’s just fortunate that the Nigerian choice at which @PeterObi is the beneficiary meeting all it takes to make this,0,0,Twitter for iPhone,2465,
2023-01-04 12:15:53+00:00,GbemilekeDanie3,Brand Greatness,@PeterObi For Lagos residents only! https://t.co/BjFjnWxP32,0,0,Twitter for Android,40,"Ogun, Nigeria"
2023-01-04 12:15:46+00:00,IAmCruce,Cruce †,Thank God for Peter Obi. Tinubu would have been eating corn all over Nigeria. https://t.co/hCJEPmORWW,0,0,Twitter for Android,1218,
2023-01-04 12:15:37+00:00,HULK4CHRIST,DRAGON FORCE/#IamWithPeterObi&YusufDatti23🔥🇳🇬🔥,@bayecisse09 @Qdpaper2 Qudus life is about to change for the best under Peter Obi's presidency.,0,0,Twitter for Android,1281,Nigeria
2023-01-04 12:15:37+00:00,OsaweFreeman,Freeman Osawe,Do you have your PVC's now? Remember we are the structure's H.E @PeterObi needs to win. So please be wise now to go collect your PVC's at the various outlets u registred. #2023Elections,1,0,Twitter Web App,88,Nigeria 🇳🇬
2023-01-04 12:15:36+00:00,ohisthoughts,Iheanyi Ogbonna,@Arewavoice119 @thecableng @fkeyamo @OfficialAPCNg @NgLabour @PeterObi Why didn't they endorse Tinubu directly? that would have been the finished work.,0,0,Twitter for Android,21,"London, England"
2023-01-04 12:15:34+00:00,NnaburuF,Franko Fresh 🩸🩸😘🙌,@Ayo_oluwilliams @Sanusijamiu19 @PeterObi So he needs money and he prefer begging on social media than voting d right person.. Senseless Youth,0,0,Twitter for Android,206,
2023-01-04 12:15:28+00:00,obidearth,Danidon🕴️,"@Morris_Monye I doubt they did that willingly before. The campaign strategist must have suggested it then but they can't so it now because Peter Obi has changed the game. 
Same way they are not using ""Emilokan"" again😂",2,0,Twitter for Android,1304,"England, United Kingdom"
2023-01-04 12:15:25+00:00,Monnyx4,Monnyx spare parts dealer,"Wonderful 👏👏👏👏👏 so it was Obasanjo that pick Peter Obi as Atiku Abubakar running mate not the other way round chimo😆🤣😂 
Mikano boys see Una life? https://t.co/UbxFQkI9gl",0,0,Twitter for Android,3684,
2023-01-04 12:15:22+00:00,Naughti_awol,Naughti Awol👺,"Breaking news: The Catholic Bishop of Abakaliki Diocese, Most Revd Dr Peter Chukwu has rejected governor Umahi’s award.

Umahi thinks he will cover all his atrocities in Ebonyi through association with noble men but they are wiser. @GazetteNGR 

Kano Ekiti Steff Peter Obi Tinubu https://t.co/wJUwjkB9oD",4,2,Twitter for iPhone,3491,Nigeria
2023-01-04 12:15:19+00:00,Emma53Joe,Emma Chuks,@PeterPsquare @PeterObi They should go and verify.,0,0,Twitter for Android,84,Enugu
2023-01-04 12:15:14+00:00,Joely_Opulence,Truth is HOPE,"@Abdulra19898072 @channelstv @PeterObi @KwankwasoRM It's better to have a bad road than to stay hungry, the only thing kano have is good road with lots of hungry everywhere and illiterates.. All the debate held PO have been rated first among them.. Look for something else.",0,0,Twitter for Android,272,"Lagos, Nigeria"
2023-01-04 12:15:12+00:00,vinco_obaja,Vincent E.L Obaja,@realFFK @PeterObi @officialABAT Your father!!!. If you have collect bribe from BAT go and pay him leave Nigerian out of your currupt life. https://t.co/DMDfyUJRnH,0,0,Twitter for Android,1,
2023-01-04 12:15:09+00:00,Babatunde1718,tuna_cruise,@_Oluwadarasimi @PeterObi For Seyi ni oo,1,0,Twitter for iPhone,477,"Ibadan, Nigeria"
2023-01-04 12:15:06+00:00,Asiwaju9ja,Uyise Ka Ayo,"@chybxo I dey abroad o, But I take God beg una as i dey beg my peoples back home. Make una no miss Peter Obi o!",0,0,Twitter Web App,259,
2023-01-04 12:15:06+00:00,uczealegit,Uczeal,APC government is like pandemic we are slowly getting out of it by God’s grace.. we don’t want another pandemic Youth wake up get your PVC and Vote Peter Obi for president.,0,0,Twitter for iPhone,284,
2023-01-04 12:14:52+00:00,EbeVictorEbe1,Commander-in Chief,@PeterPsquare @PeterObi @NgLabour @peter,0,0,Twitter for Android,26,"Lagos, Nigeria"
2023-01-04 12:14:52+00:00,Mr_GeoKing,Mr kingsley,"@KellyLorde @Aikoges @NgLabour @PeterObi Mumu, go and do choir",0,0,Twitter for Android,67,"Abuja, Nigeria"
2023-01-04 12:14:44+00:00,KabirMisali,Kabir Usman Misali,@ShehuSani Kwamared now wants expose the monumental failure of Gov. Ortom simply because the latter endorsed fraud Peter Obi not Atiku.,0,0,Twitter for Android,187,Dutsin-ma - Nigeria
2023-01-04 12:14:42+00:00,El_Sadaq,Mr. NOBODY🔝,@Mallam_jabeer @PeterObi InshAllah!! Much love brother 😍,0,0,Twitter for Android,348,"Katsina, Nigeria"
2023-01-04 12:14:37+00:00,MartynsObot,Justice4Kajurians,@POSUG_ @atiku @officialABAT @PeterObi Verify the of IBB first before we circulate,0,0,Twitter for Android,310,"Lagos, Nigeria"
2023-01-04 12:14:29+00:00,Henree10,Giant Mogul,"Do I need to jakpa to have a good life??
Can't i move around the continents knowing that HOME Is HOME??
I believe NIGERIA can work under the right leadership, just as the UAE is gifting water from the desert. @NgLabour  @abujastreets @nneooma @PeterObi",1,0,Twitter for Android,86,"Abuja, Nigeria"
2023-01-04 12:14:25+00:00,WhalezIsStreet,WaleOnTheStreet,@thecableng @PeterObi Fact!,0,0,Twitter for iPhone,250,
2023-01-04 12:14:18+00:00,CollinsAbutu,Abutu Collins,"@Doc_steena You are welcome to the world Ikenna Peter Gregory Amako.
We love you.🥰

HE Peter Obi now has a name sake😀",0,0,Twitter Web App,28,Nigeria
2023-01-04 12:14:14+00:00,pascahl,Pascahl,"pvc collected,one verified voter emerged for @PeterObi , 

#INEC , #verified #PeterObi https://t.co/qgK5GvSgds",0,0,Twitter for Android,83,
2023-01-04 12:14:04+00:00,TheNigerianVoic,The Nigerian Voice,2023: Obasanjo Endorsed Peter Obi To Rescue Nigeria From Collapse —  POSN https://t.co/CHHSDTQYWC,0,0,The Nigerian Voice,12019,Abuja - Nigeria
2023-01-04 12:14:03+00:00,Jay_moore_k,Nwa Jay,@Morris_Monye Peter Obi changed the game,0,0,Twitter for iPhone,370,Nigeria
2023-01-04 12:13:52+00:00,Lil_BrownG,Josh,@StanleyOsazemw3 @Damecute1 @PeterObi Na electronic wedding you dey plan?,0,0,Twitter for Android,1571,Quidax
2023-01-04 12:13:46+00:00,Omonogun,Tayo,@vanguardngrnews Who is Ortom. Mr.G-5 governor that never pay the State Teachers 13 months salaries endorsing Peter Obi. Halelluyah.,0,0,Twitter for Android,21,Lagos
2023-01-04 12:13:45+00:00,JohnDavidchima1,John David chimaobi,@PeterPsquare @PeterObi The only hope for a better future.,0,0,Twitter for Android,107,
2023-01-04 12:13:40+00:00,Ehiz_P,Ivarogha,"Heavenly cover for the street. 

Enjoy it. 

Asake’s Nzaza cover song. 

Man utd Grand Audit Erik Ten Hag Asake fireboy portable Cristiano Ronaldo olamide ekitipikin casemiro cashout Newcastle Tems Liquorose yaba unilag Peter Obi sporty 1xbet 
Toke wizkid burnaboy Rema Mr bayo https://t.co/YN3UIn4G9h",0,0,Twitter for iPhone,124,"Lagos, Nigeria"
2023-01-04 12:13:39+00:00,cobymourinho,Dr. Antigha Cobham,A new Nigeria is PO-ssible with Peter Obi and Datti Baba Ahmed 🇳🇬 https://t.co/GBLJ2cFsGQ,0,0,Twitter for Android,1628,"Calabar, Nigeria "
2023-01-04 12:13:38+00:00,ayosameleniiyan,Oh boy👌🚴,"Ibadan u do dis,, since 2021 wey I don re-register ✌️🤩
Eshe ooo🙇🙇   @PeterObi #ObidientMovement  here we come https://t.co/aTfNq4jZLo",1,0,Twitter for Android,58,"Oyo, Nigeria"
2023-01-04 12:13:27+00:00,_RealAfricana,Lamido of KOGI,"@uzochukwucasmir @abba_yusufbichi Mumu, this isolated thought of lone doer is why Peter Obi will drag third position with Kwankwaso in February. 

I will seek collaboration wherever and whenever the opportunity arises. I am not Obidense who think they can win all by themselves",0,0,Twitter for Android,897,Worldwide
2023-01-04 12:13:26+00:00,maki_edet,MsVicky,@6ft7showman @PeterObi See portfolio,0,0,Twitter for Android,680,"Lagos, Nigeria"
2023-01-04 12:13:24+00:00,adebbayo_ife,Adebayo Ifeoluwa,@sirchrisnenye @PeterObi @firstladyship Lol,0,0,Twitter for Android,552,Nigeria
2023-01-04 12:13:24+00:00,official_larrry,LARRY_JAGS,@PeterPsquare @PeterObi Ori e buru….Metcheew,0,0,Twitter for iPhone,64,
2023-01-04 12:13:19+00:00,ettaakor,GettingEvenForPO,"@June12Post @renoomokri @PeterObi And he’s just been updated on the actual fact.
It’s Obi or no one 🤝",0,0,Twitter for iPhone,40,"Calabar, Nigeria"
2023-01-04 12:13:12+00:00,Lil_BrownG,Josh,@Damecute1 @StanleyOsazemw3 @PeterObi You sure know good taste. 😉,0,0,Twitter for Android,1571,Quidax
2023-01-04 12:13:09+00:00,PeterSegun2,Olusegun Opeyemi,@PeterObi I thought baba nearly said..A townhall different.....,0,0,Twitter for Android,367,"Abeokuta Ogun State, Nigeria "
2023-01-04 12:13:08+00:00,adebbayo_ife,Adebayo Ifeoluwa,"@AbaraEgwu @PeterObi @firstladyship Its there, Seyi Makinde",1,0,Twitter for Android,552,Nigeria
2023-01-04 12:13:08+00:00,ucheorji,Uche Orji,"My vote goes to Peter Obi, the leading candidate for President of Nigeria. https://t.co/XPKVfq9lri",0,0,Twitter for Android,580,Lagos Nigeria 
2023-01-04 12:13:03+00:00,Patgalaxya,Nwachinamelu💭,@BwalaDaniel This is the structure of criminality Peter Obi is coming to dismantle,0,0,Twitter for iPhone,885,
2023-01-04 12:13:00+00:00,OhahJohn1,MOT,@FummyzzyGmail @PeterObi Sorry for the loss.sending love and strength in this most difficult time,0,0,Twitter for Android,266,"Enugu,Nigeria"
